,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
knee,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,,,,
sultan,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
share,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,,,,,,,,,,,,,,,,,,,,,,
serai,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
alpaca,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
owe,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
inferno,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
colt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
unluckili,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
weapon,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
insult,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,
spanish,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
flick,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
secondli,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,,
skill,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
oxford,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
immedi,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,,,,,
degrad,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
mangl,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
east,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,,,,,,
loathsom,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
frozen,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
'mi,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
tall,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,,,,,,
chapter,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
eaten,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
dung,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
higher,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
dant,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
scholar,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
fist,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,
excess,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
ethel,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
brass,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
headach,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
brain,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
atalanta,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
calm,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
monk,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
portion,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
borrow,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,,,,
drunkard,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
ounc,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,,,,,,,,,,,,,,,,,,,,,,
',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,,,,
gentli,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,,
dip,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
spout,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
thither,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
giant',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
muddl,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
palat,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
publish,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
jerki,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
blur,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
guilti,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
frustrat,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
kindli,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,,
exil,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
plough,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
raiment,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
excruci,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
picker,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
lent,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
hatch,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
loggerhead,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
missionari,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,,,,,,
stomach',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
luckier,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
bower,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
bitter,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
brutal,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
recit,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
beg',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
cramp,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
oblig,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
household,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,,,,,
paddock,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
uncondit,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
literari,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
blackguard,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
ghastli,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
caravanserai,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
jellaludin,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
activ,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
patron,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
wit,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,,,,,,,,,,,,,,,,,,,,,
thirdli,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
virgil,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
prig,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
jerk,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,,,,,,,,,,,,,,,,,,,,,,,
choos,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
despit,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
mutil,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
gulp,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
imperfect,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
indign,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
pneumonia,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
wive,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
fish,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,,,,,,,,,,,,,,,,,,,,,,,
indebted,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
cookeri,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
chariti,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,,
clothesman,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
stabl,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,
cultiv,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
enviabl,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
bequeath,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
immoder,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
'latin,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
notorieti,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
aryan,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
boast,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
gem,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
sweep,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
limit,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,,
vex,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
woke,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
redempt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
mahommedan,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
blaze,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
prudish,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
degre,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/By word of mouth.txt,,,,,,,,,,,,,,,,,,,,,,
leg,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,,,,,,,,,,,,,,,,,,,,,,
butteri,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
cadenc,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
tight,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,,,,,,,,,,,,,,,,,,,,,,,
swing,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
loudli,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
ovid,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
knock,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,
triniti,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
against',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
ditta,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
carv,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Bisara of pooree.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Cupids arrow.txt,,,,,,,,,,,,,,,,,,,,,,
camel',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
infam,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Lispeth.txt,,,,,,,,,,,,,,,,,,,,,,
morning',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
pul,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
safeguard,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
overcom,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
foulli,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
pity',/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
abl,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Wressley of the foreign office.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,
beast,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Thrown Away.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/Rout of hossars.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The gate of a hundred sorrows.txt,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/The brochkorst divorce case.txt,,,,,,,,,,,,,,,,,,,,
befel,/home/giri/Videos/6th Sem/Info retrieval/Dataset(Kipling)/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,,,
